"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.40944,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.54736,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.55728,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",99.57487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.63351,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.82297,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.0809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.268,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.2444,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.0358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",99.86516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",99.77138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",99.85907,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.0134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.1473,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.188,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.0318,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",99.88129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",99.82108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",99.81766,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.92098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.0915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.2732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.4961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.6418,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.7406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.8344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.9134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",101.0863,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.2993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.4002,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.4815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.5673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.6295,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.6074,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.6365,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.6651,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.6105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.5415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.4951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.5371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.6496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.6449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.4584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.1534,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.9753,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.8813,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.7887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.6424,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.4551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.3034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.1451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.0149,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.89177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.76767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.70012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.56613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.20032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.7756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.41114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.15646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.97687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.973,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",98.26949,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.5871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.73929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.89633,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.15105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.38824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.5411,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.78583,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.0363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.1912,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.1373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.0354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.0269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.1568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.2676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.4496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.4774,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.4976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.682,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.8556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.8506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.7198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.3806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.165,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.73413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.16266,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.65148,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.28845,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.09248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.06814,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.13725,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.21609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.29612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.24172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.29185,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.47991,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.61885,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.65952,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.53407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.19462,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.97668,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.89868,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.83579,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.98578,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.24442,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.4257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.46141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.51069,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.73926,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.97931,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.32932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.71133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.96158,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.0741,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.1094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.2399,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.3717,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.5427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.6404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.6809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.6759,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.6889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.6731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.5902,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.5235,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.5135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6943,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.7766,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9756,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.0043,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.0242,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.9632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.8722,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.8357,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.72,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5173,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.3385,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1929,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.4853,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.8781,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.0253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.1943,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.3805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.5586,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.6812,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.6948,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.6373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.5631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.5738,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.6369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.6985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.7172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.7521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.7772,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.8309,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.8767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.8906,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.8768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.7616,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.7433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.7226,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.6529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.3512,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.1783,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.9616,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.1089,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.3053,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.4652,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.5856,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.6439,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.6086,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.5127,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.3831,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.2304,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.0727,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9282,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.7204,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.653,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.61,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.5649,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.4833,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.3427,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.1895,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0963,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.1327,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.2755,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.5142,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.8502,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-01",101.2004,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-02",101.4602,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-03",101.5529,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-04",101.5694,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-05",101.6261,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-06",101.8002,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-07",102.024,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-08",102.1917,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-09",102.2177,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-10",102.15,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-11",102.047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.949,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.8837,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.8851,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.9783,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-04",102.0994,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-05",102.1682,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-06",102.1343,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-07",102.0749,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-08",102.0979,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-09",102.271,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.4679,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.4957,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.1994,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-01",101.735,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-02",101.2963,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-03",101.0112,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.8113,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.5837,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2376,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.79842,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.29738,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.75299,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.21524,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.74567,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.39097,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.08835,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.76698,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.39742,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.05969,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.90749,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.10046,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-07",96.55106,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.1975,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.01918,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.85619,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.51234,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.84283,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.0229,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.2776,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.7625,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.3693,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.9327,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-06",102.3153,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-07",102.5368,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-08",102.6006,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-09",102.4833,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-10",102.2807,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-11",102.0835,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.939,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.8061,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.6104,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.2872,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.887,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.4704,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0788,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.72257,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.41729,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.18429,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.0006,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.8581,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.77344,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.75668,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.84824,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.088,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.37595,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.58244,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.61012,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.53738,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.46554,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.46629,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.52838,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.63374,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.77208,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.91247,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.0189,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0639,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.0762,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0922,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.1403,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.2215,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.3401,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.5008,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.6691,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.7974,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.8452,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.8381,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8029,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7582,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.732,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7588,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.8582,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.9597,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.9594,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.7735,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4946,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.2406,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0977,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.0383,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.0248,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.0314,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.0193,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.93977,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.75759,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.54045,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.37878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.34036,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.36951,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.39428,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.36618,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.30417,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.24142,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.20601,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.20219,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.23978,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.33188,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.45106,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.5696,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.67251,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.77126,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.88333,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.0159,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.1362,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.1926,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.148,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.0773,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.0856,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.2534,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.5026,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.7307,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.8649,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.9358,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.985,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.0353,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.0821,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1041,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.0756,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.0054,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.8968,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7487,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.5969,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.4893,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.466,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.4946,
